,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
194,Ravenclaw,Patti,Montano,1998-03-24,Left,44262.0,-352.50013096293725,5.501649628380539,3.5250013096293724,6.285,757.775542692951,654.4987457049356,4.3774327672933975,1077.1075977706141,9.752553292928006,1.5398819014558929,-228.81557,7.38
195,Slytherin,Jean,Walton,1998-03-23,Right,47658.0,-557.1594702107225,-5.461713389341347,5.571594702107222,-5.502000000000002,-661.4411829697711,354.38913671289566,6.7492704026867845,1060.1691567338562,10.255861034809852,1.1771821043627229,-250.28443,-108.71
196,Hufflepuff,Francisca,Chester,1999-11-14,Right,46440.0,432.2499061756282,3.17321492253707,-4.3224990617562815,6.1770000000000005,-485.57315769819024,391.51052384298765,5.950994015594658,1054.707138919307,5.394657352540685,0.05445188178228435,-243.45066,-39.76
197,Hufflepuff,Royal,Houghton,1999-08-02,Left,38434.0,640.8140111420224,5.318118376578603,nan,4.56,-101.83946047743973,312.7376723691338,4.585146036228769,1028.8004611165309,-0.12459194088246985,0.7411716489045542,-245.78281,-23.74
198,Hufflepuff,Porter,Healy,1998-09-17,Right,52262.0,nan,4.635848773565625,-5.003989180551762,4.203,-323.8562005317057,453.81881812211304,2.689073216747268,1033.4832604803912,4.411228191114517,0.881427523879249,-245.23264,43.25
199,Ravenclaw,Leone,Loera,1997-07-16,Left,69621.0,-428.9247659654682,3.6567389473048837,4.2892476596546825,6.107,491.9954225178289,610.2223477077771,3.4418056307040565,1042.0963954520048,4.542265871658861,0.15205639943688712,-233.07807000000003,-17.24
200,Ravenclaw,Cary,Mcintire,1998-08-05,Right,60761.0,-708.5235848711591,5.470937897304497,7.085235848711591,4.044,587.5846429110121,606.3666709105947,5.180588977073105,1063.9662554833953,6.8980830506702056,0.909135027436756,-229.59278,-34.59
201,Ravenclaw,Alice,Sample,1999-03-07,Right,51386.0,-765.1109488354172,4.26452897891075,7.65110948835417,3.418,596.0040785637108,580.7135408125245,4.932212385631847,1055.6430242269087,6.186262566433379,0.12781536248385092,-230.39459,-34.25
202,Gryffindor,Carmen,Lawrence,1997-11-07,Right,52406.0,536.6549521531068,-5.920311591514982,-5.366549521531068,3.826,-668.9386590251871,nan,-5.33897713653141,928.2061754504792,1.6840160435511784,-0.5615074470494672,-256.04111,203.84
203,Hufflepuff,Jonathon,Kaplan,1999-08-12,Right,37415.0,404.8195622595045,6.120724120451423,-4.048195622595045,4.742,-429.9984086426281,430.1566053785701,6.205459620913148,1033.3511140453336,6.2170977875928255,-0.5907617901223858,-241.62688,25.61
204,Slytherin,Antone,Medina,1997-12-21,Left,38267.0,-483.1771126229637,nan,4.831771126229636,-5.0680000000000005,-589.6541348510808,406.18381761432516,5.884951929590099,1067.772809838536,12.952910852367266,-0.35877949210369164,-249.85396,-75.77
205,Hufflepuff,Cathryn,Horn,2001-03-13,Right,42165.0,437.7019886842166,5.0015334653316605,-4.377019886842167,3.221,-556.1046904344488,357.7061703542378,5.695178521029768,1059.0170762951475,5.63230685629218,0.2405617358604913,-245.09144,-20.48
206,Hufflepuff,Leandro,Mcdaniels,1997-09-06,Right,57086.0,606.6362612521184,4.741617780361828,-6.066362612521184,6.266,-438.8510790555371,370.37228964615446,7.679612102633332,1049.6265215145559,4.707753136768993,-0.5810712547594662,-244.12828,-62.42
207,Hufflepuff,Rocky,Trask,2000-03-13,Right,26647.0,709.0946138370517,1.7053889315251418,-7.0909461383705175,7.091,-328.7129552924333,435.50218282153816,6.300649174524696,1037.0283168962144,8.110274495677984,-0.9391444307251472,-244.00363,7.56
208,Hufflepuff,Jess,Rafferty,2000-12-30,Left,65205.0,349.35258888996606,3.9993614338342387,-3.4935258888996605,6.097,-804.097830934693,471.2868596619131,2.8346304212064397,nan,6.774778163480213,-0.9582580793010336,-243.83926,11.44
209,Hufflepuff,Booker,Berry,2000-12-09,Left,36893.0,558.0903141065529,6.7751602780575615,-5.580903141065528,6.665,-536.0724925239151,449.31752646430994,4.4509857594008615,1040.0073192316333,5.87209281282002,0.6691565383585465,-241.45432,55.87
210,Gryffindor,Gale,Redmon,2001-09-15,Left,28231.0,525.9095401342299,nan,-5.259095401342299,3.886,-692.8567002311307,566.3974044801556,-6.163414881862736,922.4880805971127,1.9320320700445601,-0.9417383669489228,-255.26949,242.28
211,Slytherin,Dick,Lash,1996-11-11,Left,54213.0,-303.2738721065145,-6.332399534684013,3.032738721065145,-3.917,-174.47587413929534,489.25044695337766,6.001034571745317,1010.3057602209024,10.727468666775877,0.04796310600409505,-250.1211,-37.55
212,Ravenclaw,Sherman,Dallas,2001-01-21,Left,31884.0,-541.8154293192391,3.663288247346257,5.418154293192392,4.164,431.3595490996439,561.3518564555626,4.696051929719293,1070.685388587556,8.43352587988443,-0.20816689581893366,-231.41879,-14.01
213,Hufflepuff,Raymon,Novotny,1997-02-20,Left,25124.0,704.4890765114412,4.706565677551335,-7.044890765114412,3.517,-194.202538799089,352.8471790196822,6.70888486199224,1028.4207203879646,5.148515137483498,-1.2636597012063049,-245.66274,1.62
214,Gryffindor,Alda,Ocampo,1998-03-03,Right,36653.0,438.39989233314566,-6.594894277302171,-4.383998923331457,4.566,-421.09769970361987,597.329744189879,-3.4198501648559736,948.1680287906552,4.8398875767780165,-0.7298000738959234,-252.28874,177.31
215,Hufflepuff,Hassan,Hoyle,2001-09-10,Right,49231.0,616.4022439992608,5.014411767264819,-6.164022439992608,4.057,-582.1055937000774,390.5319994189705,0.43159861255817855,1061.3617489611688,3.18131671169006,-1.1157447512262837,-247.72098,41.72
216,Hufflepuff,Jorge,Somers,1998-09-30,Right,29262.0,760.3429036801956,5.65791462173379,-7.6034290368019555,3.851,-300.64376539844164,379.6189484764891,4.952396466242464,1032.449983620133,5.081367904765214,0.3785289156057453,-245.94114,36.21
217,Hufflepuff,Lawerence,Sorensen,1999-09-25,Left,65283.0,389.2024319182311,5.804108097003042,-3.892024319182312,4.397,-449.0436916844738,425.2180272629188,5.322114768983852,1043.5728290377783,4.422417284799975,-0.3894867037299379,-243.78056,-13.04
218,Gryffindor,Jodi,Fishman,1998-07-31,Right,69057.0,415.38815982234894,-4.13639613667017,-4.1538815982234905,3.33,-809.1776843302241,679.2091877199767,-6.9551634646308775,948.4080088934606,4.7390766813239535,-1.1959745005779665,-254.39627,248.44
219,Gryffindor,Freddie,Ward,2001-05-31,Left,58796.0,651.1987485578007,-4.820770852893141,-6.511987485578008,4.357,-468.2847232096298,626.3728860307857,-5.206672041512534,935.5792903077672,3.0632066243706,0.17361454831463918,-254.92326,212.37
220,Slytherin,Steve,Vick,1999-09-05,Right,53566.0,nan,-8.847165627424307,4.651956065217432,-4.5760000000000005,-398.9394310828915,403.44011797371127,6.7105153001168505,1057.463951020638,11.667526520140841,-2.059934713245452,-251.47774,-126.76
221,Gryffindor,Nelson,Lin,1999-05-01,Right,50255.0,520.4444863107979,-6.895851943274286,-5.2044448631079785,3.395,-374.97208982074517,565.7792557426502,-3.371216129728814,950.92147677949,3.642031301648341,0.5785995449325707,-255.09776,146.29
222,Slytherin,Albert,Hudgins,1999-05-09,Left,78806.0,-324.2467964979578,-7.47633035366372,3.2424679649795785,-5.4270000000000005,-429.61136494882004,419.97021297210546,5.124208536260741,1044.4142284577374,9.42308223344857,0.934716469428932,-254.51343,-107.35
223,Gryffindor,Benjamin,Christensen,1999-10-24,Right,63905.0,544.0189245796867,-3.2032693227535702,-5.4401892457968675,6.065,-385.1504571363952,635.211486238971,-5.984256502991308,953.8666846765262,1.7098082213145225,0.07156922598115,-251.63679,198.47
224,Slytherin,Pete,Ireland,2000-07-05,Right,55277.0,-443.5863705200736,-1.6535957878496008,4.435863705200736,-3.736,-466.2652387357045,446.1241324503237,2.453738817277208,1030.7123552094083,6.6218578500882534,-1.578400940193655,-248.2074,-0.15
225,Ravenclaw,Gabriel,Stclair,1999-11-16,Right,25985.0,-328.14085955585875,3.920040403708636,3.281408595558588,5.273,440.0426846755769,603.0202456584083,3.6067555195653993,1056.7296584883459,9.006275646045767,1.5270651205624393,-231.85209,40.09
226,Hufflepuff,Neville,Barrow,2001-08-01,Right,53134.0,292.0726764122092,4.1829504430308315,-2.9207267641220915,4.335,-612.9567857126308,441.8065266436088,5.8252416563826825,1055.9546496828025,7.67062566606673,0.3734962655592455,-243.10293,-8.52
227,Ravenclaw,Rex,Ault,2001-09-23,Right,48581.0,-564.9746891830837,5.687591590595952,5.649746891830838,4.305,416.2826166615274,560.6552084284401,3.944574607944,1045.3546421187539,4.578843137842154,2.127195263979941,-231.56656,-0.04
228,Ravenclaw,Santos,Blair,1999-05-17,Left,17450.0,-530.5989462753648,5.4937689597128045,5.305989462753648,4.463,457.53885715684726,566.069394855204,5.390684189069519,1070.8498349040083,9.409833676158293,-0.8819843062002123,-228.96558,10.87
229,Hufflepuff,Elden,Scholl,1999-04-18,Right,56909.0,458.1270261474805,6.981588542540248,-4.581270261474805,5.686,-579.6685909175318,403.3276902605525,4.2658097542267495,1052.0352351526687,3.4565189893797363,0.0702055342612155,-242.99904,3.81
230,Gryffindor,Cori,Royer,1999-09-27,Right,48056.0,351.3330730279649,-6.863084291557968,-3.5133307302796486,3.533,-492.35760312166497,585.6810560767573,-5.089860354186827,935.0366391804939,2.1396174547770057,0.3814726052917676,-254.32856,184.29
231,Hufflepuff,Eunice,Bishop,1999-04-21,Right,41006.0,694.3322075781323,2.03124568915557,-6.943322075781324,7.561,-422.53494526716315,417.35645565165305,3.51866875307088,1049.5241702410026,5.070320265687394,-0.15874297422076675,-245.36754,2.22
232,Hufflepuff,Rosalind,Shank,2000-12-16,Right,62205.0,706.5193013025998,1.9091293107169365,-7.065193013025999,8.445,-580.3712272444664,371.3229745861128,7.390881166813591,1068.1525723907093,5.704590082944097,0.30518557115594275,-245.39275,-96.22
233,Slytherin,Warner,Sun,1998-01-18,Right,24970.0,-626.4546806005827,-6.096706858315398,6.2645468060058285,-5.9670000000000005,-469.94249886505935,385.0504106768668,5.4795164122163245,1069.8603823294648,12.33183436518085,-0.07840877298410638,-248.57134,-71.84
234,Hufflepuff,Leslie,Perron,1997-05-01,Right,37290.0,565.2933002035113,3.3230126428725786,-5.6529330020351125,6.745,-386.832983545888,423.0644431796627,6.193890580944315,1040.4712156555977,6.454055776768643,0.579076032049368,-242.983,-5.44
235,Hufflepuff,Scotty,Batista,1997-04-02,Right,58520.0,349.2462885065484,4.668119481482128,-3.492462885065484,4.84,-702.7081279657979,428.13363786861726,8.135336176645005,1061.3615823901002,8.785251289646263,1.5232099513575903,-242.69108,-40.96
236,Gryffindor,Eusebio,Myrick,1999-10-10,Left,23655.0,570.0928676491933,-4.1107632527911235,-5.700928676491934,5.437,-631.2042488853467,624.3088920779118,-6.103085466703043,948.1011663386356,4.890929615795507,0.9911047355384917,-251.51097,263.5
237,Gryffindor,Arron,Maldonado,1999-02-10,Left,66711.0,459.66569587242407,-5.391593102139415,-4.5966569587242425,3.572,-599.5028392589569,598.092717699784,-6.5317738908950425,933.2754582687593,0.5737774551145582,0.1811405179627862,-255.96326,200.33
238,Slytherin,Loren,Forrest,1998-12-03,Right,48818.0,-502.08574843945655,-6.614204227807548,5.020857484394567,-6.391,-490.0926383135569,371.18904791068985,6.639299288889188,1053.6639158972278,10.853374256870127,-0.14025682291717842,-251.70933,-106.15
239,Ravenclaw,Fawn,Mcneill,1997-06-12,Right,77550.0,-539.1979880438513,4.565073051968788,5.391979880438512,5.045,597.1994093956079,612.6266586543983,6.530961403141784,1043.2467711268403,6.013301788405324,0.2755943927718561,-231.49068,-57.28
240,Slytherin,Angeline,Trice,2000-04-02,Right,57769.0,-608.9149949864728,-9.953412078187053,6.089149949864727,-5.834,-460.6246625707302,358.904410560868,9.494249074769064,1048.6952318441702,11.61728541084899,-0.9737175264700044,-252.13077,-180.37
241,Gryffindor,John,Coombs,1998-06-12,Left,67762.0,460.9915652623603,-3.1064160703650563,-4.609915652623603,7.1179999999999986,-355.00277071294227,619.6847188573032,-6.1924523849326025,950.7265725336606,-0.4925017493514852,0.6370680453861342,-250.56286,180.11
242,Hufflepuff,Easter,Searcy,1999-11-21,Left,22478.0,686.3663232368143,4.136436183201751,-6.863663232368142,3.918,-359.3903459490467,384.457200777486,4.402631048777292,1039.5607604702896,6.071670950337262,2.445931565644272,-245.97086,37.5
243,Slytherin,Domingo,Luce,1998-11-04,Left,42671.0,-610.7750352782873,-3.7027814687138223,6.107750352782874,-4.8610000000000015,-840.6024327610727,330.0154228550568,6.083081680346124,1071.8433168395122,9.351571327681953,-1.340725223418171,-248.78562,-99.87
244,Gryffindor,Cecil,Jeffries,1998-04-08,Left,56105.0,215.4958686986276,-7.233034199427704,-2.154958686986276,3.016,-740.7456840141043,581.3581250184477,-3.3375756774330045,976.5864959164168,5.860847775956165,1.2821856071708495,-253.60766,132.23
245,Gryffindor,Carter,Costa,1999-07-16,Left,nan,nan,-4.352975180938912,-5.199247701526864,4.819,-664.9791729299908,621.4896362464333,-5.214949652144608,957.4883075083079,4.48036021213516,1.112509524642081,-252.91746,210.57
246,Hufflepuff,Antwan,Swanson,1997-05-18,Right,60935.0,600.6232282303622,1.7106921953113616,-6.006232282303622,8.048,-760.7673327500871,nan,6.3179158074043045,1079.7451018169058,7.058323073732593,-1.4076722555924959,-245.19035,-76.83
247,Hufflepuff,Tera,Cochrane,2000-12-26,Right,42577.0,424.32245748063315,8.576817271361147,-4.243224574806332,4.1610000000000005,-153.13022387998706,337.19150756573936,7.362512461529608,1018.6867021788762,0.763940032436202,-0.20097961146185228,-241.51467,-21.83
248,Hufflepuff,Perla,Calvin,1997-05-13,Right,79331.0,404.31567553743173,5.594671781046247,-4.0431567553743175,4.898,-607.0508708698908,360.8538857261409,3.1731092191643926,1067.4606531651157,1.0187578573317206,-0.7318431236194269,-246.0614,-53.39
249,Ravenclaw,Brianna,Shaw,2001-05-20,Right,10162.0,-573.2050160678667,3.5012559207605345,5.732050160678668,nan,461.93268630345597,558.7690436097363,3.2935932280320634,1063.8225551635383,8.394131648071294,-1.3518647858661288,-230.90832000000003,30.52
250,Gryffindor,Cassie,Ornelas,1997-05-02,Right,56450.0,372.5138514799468,-4.078957064728908,-3.7251385147994687,6.9129999999999985,-504.4556293007719,583.1475648834921,-5.553246504973006,958.3127832895917,0.15268372873688166,-0.7628502067693207,-250.46407,164.33
251,Ravenclaw,Elmo,Samuel,1997-10-09,Right,80698.0,-585.0191291577961,3.1898344848682485,5.8501912915779615,4.982,1092.3886105728684,623.5655706886978,6.364252990529107,1068.6085802845414,6.424160493348571,1.2666859829880914,-230.46179,-107.59
252,Hufflepuff,Gayle,Bolling,2001-08-11,Right,40196.0,712.7582550333681,1.6848932004853865,-7.1275825503336785,9.282,-412.1026744795474,422.838713109466,7.520979056042175,1045.8645466870098,7.2050840614435785,0.8786872964756607,-242.90271,-41.32
253,Gryffindor,Mel,Marion,1998-12-20,Left,nan,703.5535475473841,-3.858216489463063,-7.035535475473843,5.8660000000000005,-433.25035863215834,610.7326695816761,-5.029523289367204,944.9723856289353,3.0358906702990742,0.16250128642216274,-252.72548,215.2
254,Hufflepuff,Eileen,Santoro,1998-11-14,Right,91006.0,49.84224410654053,4.07105323766236,-0.4984224410654052,4.953,-767.512319847308,419.5410370404423,2.5460896700147537,1078.8972409376834,2.6291770181414966,-2.3210612979943197,-244.26175,-60.98
255,Slytherin,Salvatore,Foster,1998-10-15,Left,30827.0,-665.0711894621867,-3.19200972497365,6.650711894621867,-3.819,-579.4392742845793,397.15109582348975,6.5975082494266974,1036.7639633785163,9.543293733011687,-0.6223818046647475,-245.40229,-49.92
256,Hufflepuff,Jessica,Tanner,1999-12-11,Left,73353.0,376.58535593551886,4.537302114503309,-3.7658535593551887,6.843,-705.9976763015817,385.06261250357255,6.401809033311918,1071.026217904592,4.42061772532745,0.8373674019463226,-243.33105,-80.51
257,Gryffindor,Tammy,Doyle,2001-01-24,Right,37740.0,756.953234982765,-4.591389814344467,-7.569532349827651,6.263,-129.72131028559323,592.0008399580345,-2.6688513929669626,966.2699764904988,4.9486003061717225,0.5114141425201535,-251.23498,158.75
258,Hufflepuff,Valerie,Fender,1999-05-14,Right,60284.0,355.5438066149232,0.4393188211694081,-3.555438066149232,5.305,-497.5950063354872,407.52167399962235,4.174614674477612,1065.4368817389177,5.498096059667309,-0.8966459866672795,-246.19526,-57.45
259,Ravenclaw,Carlotta,Neeley,1998-08-30,Right,41431.0,-486.96487075488494,5.8357530198247325,4.8696487075488495,5.084,463.2102622463412,577.7032361736923,5.463847353838606,1056.3901669402721,7.198473848858902,-0.6690837804931904,-230.03411,-6.05
260,Hufflepuff,Rosario,Sharpe,1998-09-30,Left,27353.0,646.1651176276484,2.3588340946718853,-6.461651176276484,4.87,-313.8874464589395,392.261525633013,5.029713759500627,1041.7166969397251,6.352898753215627,-0.4021365798020095,-245.78743,6.46
261,Ravenclaw,Hilton,Mckinney,2000-07-22,Right,65007.0,-484.4397775628592,3.9168677778445513,4.844397775628591,5.117,463.89312217551765,634.8096629665064,4.985683931079652,1041.283541150674,7.2853875186951305,1.4747133618778705,-232.16272,-8.37
262,Hufflepuff,Ahmad,Garner,1999-03-30,Right,56496.0,310.32224751040525,nan,-3.1032224751040527,4.953,-790.5803237675335,471.7597163030389,0.178409174262117,1059.398604125609,4.176317887527773,1.6695012771597906,-242.59176,86.55
263,Hufflepuff,Delbert,Douglas,1998-03-07,Left,83476.0,254.3099792280917,3.9110362569595916,-2.5430997922809166,7.43,-857.5464611809742,399.6055043219065,5.224335301042913,1086.843059608197,4.388404621781234,-0.1549439601692967,-243.11723,-91.27
264,Slytherin,Stacey,Wu,1997-10-08,Left,31210.0,-525.9697368184118,-3.5898117534314826,5.259697368184118,-3.002,-626.5853562289046,412.152266543836,4.5996108208164195,1062.5296446379357,10.582996057867122,0.2384106189083935,-246.34111,-38.68
265,Slytherin,Joseph,Hendrix,2001-08-03,Right,76947.0,418.9276474237245,8.412012190303154,-4.1892764742372455,4.765,nan,379.58172212436403,2.097497400996604,1053.4466099347806,-0.4462063032919219,0.8082689994226707,-244.64943,-3.7
266,Hufflepuff,Reinaldo,Cabrera,2000-12-02,Right,58564.0,579.5921746875814,1.4988008145152083,-5.7959217468758135,6.091,-677.532328483213,407.6347584815886,6.0522698595045865,1071.9203614750406,7.9627071445638675,1.059869957201503,-246.34716,-55.35
267,Hufflepuff,Fran,Mcfall,2000-06-15,Left,43236.0,662.8470690402407,5.6627926656060925,-6.628470690402407,6.229,-448.6625139895896,373.6693171012751,nan,1043.938329777161,5.16181600721443,-1.1692896158600536,-243.47608,-25.27
268,Hufflepuff,Georgiana,James,1999-08-20,Right,47295.0,564.4628655698991,5.072149679561264,-5.644628655698991,6.3020000000000005,-592.0096794327146,405.29919839175375,5.742427162518133,1055.0466530606373,5.994155107311242,-0.5767815015693485,-243.45882000000003,-8.95
269,Ravenclaw,Latoya,Gifford,2001-06-23,Right,20878.0,-559.042646527002,5.490145287995614,5.590426465270021,4.027,480.81877081169165,559.9547663249822,2.6059162585926856,1044.688690905985,5.412885612425875,1.3831816870886608,-230.72708,47.97
270,Hufflepuff,Chelsey,Barney,1997-06-09,Right,52190.0,496.1748495670465,4.660387161137372,-4.961748495670465,5.1389999999999985,-507.79656710679564,354.73273102288323,5.0054402954078725,1057.4527988027044,3.389501419767812,1.0588427576788306,-245.05353,-38.96
271,Ravenclaw,Mickey,Bratcher,2001-04-25,Right,nan,-538.3323832193067,3.8083331589830665,5.383323832193066,5.7,928.7153975554984,646.8372345539542,4.221800721071086,1055.5067547282188,6.454052705171398,-0.11254466949213313,-229.88521,-29.56
272,Gryffindor,Leann,Almond,1996-11-11,Right,41549.0,530.4355747352622,-5.606636950650394,-5.304355747352622,5.695,-536.5511818132669,575.90381126072,-3.4901198561937106,952.843941995868,3.6529562552621417,-1.328925611696839,-252.3628,168.98
273,Ravenclaw,Rhoda,Stapleton,2001-09-16,Left,93900.0,-255.10994679052465,5.745369113139563,2.5510994679052463,8.169,606.6106223277419,630.285760663215,3.8104139190121775,1042.6238919853945,2.6775529327883243,-0.11555981442664552,-232.30561,-38.32
274,Hufflepuff,Rhea,Currie,1998-05-22,Right,60329.0,398.3630462543022,5.010462617334893,-3.9836304625430223,5.027,-756.7738012398918,376.09397542002364,1.5713030018108518,1077.7260478312726,2.9256263860915284,0.7513593145860908,-245.72835,-8.57
275,Hufflepuff,Thomas,Fredrickson,2000-11-26,Left,61034.0,371.7077026272131,5.9133016965237175,-3.7170770262721313,4.4689999999999985,-637.7852729585289,389.73541096572325,7.503074078348831,1057.9235743980994,6.082025553751218,-0.5648050419951386,-243.20911,-46.57
276,Ravenclaw,Bess,Conte,1999-11-18,Left,35060.0,-418.9065527051216,5.492307646677643,4.1890655270512145,5.772,812.6522382987268,564.5593643891024,6.014744429350902,1089.3180124712055,8.357092189250816,1.2002046581731816,-228.49771,-51.46
277,Gryffindor,Rachael,Coyle,2000-10-14,Right,56746.0,842.5382284675729,-4.0490537122153185,-8.425382284675731,3.92,-772.0903291350884,626.9812130921575,-4.954942647289737,940.6669430782007,5.3114637966794245,-1.2439918999311594,-256.79912,240.85
278,Hufflepuff,Mike,Rudd,1999-02-03,Right,51472.0,365.48795862369286,7.2970032135200995,-3.6548795862369294,5.31,-588.7766734985984,370.01147214766974,5.339648239540375,1054.5487563373454,3.1567013017224883,0.6200548691263414,-242.09362,-17.11
279,Ravenclaw,Leslie,Valle,1999-11-22,Right,69027.0,-339.9241740038813,5.205357288176738,3.3992417400388133,nan,475.41492728530517,593.8654024904563,4.846394442363006,1037.9580186958028,4.352523160907204,-1.0980291819668255,-232.33721,-22.3
280,Gryffindor,Sunny,Hadley,1998-09-24,Right,40702.0,695.3515036730017,-4.298904158113311,-6.953515036730018,5.908,-377.77699158402174,611.0277003275633,-4.686093154096935,939.5084837971588,3.146043035784003,-0.18597608191655807,-252.48903,215.21
281,Hufflepuff,Mitch,Espinal,1998-06-14,Right,52245.0,323.8610343597706,5.984707980561067,-3.2386103435977067,5.093,-528.0063371209942,461.6550675878611,7.9314983649602775,1038.1511497459303,7.959857059739482,-1.3669343559368068,-240.70602,-0.94
282,Ravenclaw,Marybeth,Powell,2000-10-10,Right,72445.0,-713.6090850123528,3.5865187736200603,7.136090850123527,3.769,605.9923258942822,563.1039030635918,3.8027143573232167,1044.7922425235051,2.7228369872088805,-0.026677504763884297,-232.95997000000003,-57.27
283,Slytherin,Grant,Villalobos,2001-03-09,Left,63898.0,-393.67107154526497,-5.093227531191076,3.93671071545265,-5.105,-304.399227875063,432.4583829183831,3.2937625307458616,1037.1708767506716,7.774877430404885,-0.2347261210005645,-251.6792,-53.28
284,Ravenclaw,Juli,Trujillo,2000-02-18,Right,58803.0,-449.72258411126296,7.056490086208862,4.49722584111263,6.143,580.0831812733862,632.0268527645618,3.608038644357653,1048.6749353231523,5.4374892773871935,1.31416899995524,-229.49254,19.02
285,Hufflepuff,Migdalia,Allison,1997-02-28,Left,68124.0,650.4188538556086,1.3689507972695676,-6.504188538556086,7.256,-674.4606477794505,409.87484951675117,4.5572915218929175,nan,6.24009942362018,-0.4576328906107403,-247.06759,-58.44
286,Gryffindor,Isabel,Day,1999-02-11,Left,54654.0,621.8990839137042,-3.4730187614651484,-6.218990839137041,5.407,-509.8138976383409,637.6826449881041,-5.047480549902853,963.767015525071,4.757360053916623,-1.1317687492740904,-252.19928,207.54
287,Gryffindor,Clarissa,Muniz,1997-05-05,Right,52057.0,nan,-3.695010323272668,-3.6429241156271774,5.533,-633.4503667835293,613.1442194323653,nan,969.1902629145892,2.75303050695027,0.9542094247931816,-250.98288,201.18
288,Gryffindor,Lesley,Conley,2000-02-08,Left,39225.0,546.1048515582914,-5.1776768271317115,-5.461048515582916,5.2360000000000015,-478.2053839467278,583.9009789986392,-5.619651212802019,932.1547541090092,1.3723222888566218,1.1736933909229337,-253.30962,213.83
289,Ravenclaw,Branden,Ladd,2000-04-14,Right,84971.0,-503.0098423688189,5.74354859387698,5.030098423688188,5.665,519.4350421136803,618.3627841928577,4.443700713237121,1035.7358241245693,3.539835592896292,1.2701102053115312,-231.97316,-28.5
290,Ravenclaw,Katy,Elliott,1999-11-05,Right,80705.0,-480.2267186968686,8.245360764740232,4.8022671869686855,4.837,381.88925612947526,633.6830397140603,4.692977601549222,1014.2646297975766,3.608862352999264,0.2327348153096854,-231.42808,25.36
291,Ravenclaw,Malcolm,Shelby,1999-07-13,Left,42744.0,-401.59228564070304,4.6872627861380085,4.0159228564070295,5.501,30.253537124627083,577.9287712323704,3.584487086781693,1018.2071053250882,5.1548062945429285,-0.9136904488918622,-233.55077000000003,52.62
292,Hufflepuff,Ike,Curtis,1998-01-19,Right,53099.0,611.1348650304744,3.042225597019064,-6.1113486503047465,6.437,-730.7727826425125,423.6354881734318,3.0900943558282776,1072.3565042341156,6.592267544020332,-0.4176109734731165,-246.02061,1.49
293,Gryffindor,Stephanie,Withrow,1998-09-29,Right,47557.0,604.2752742784119,-6.074543889143336,-6.042752742784119,4.2860000000000005,-518.5371976822619,560.6889753231427,-5.038070778733442,923.3296592325404,0.7771206629716252,-0.11551345567953356,-255.92169,194.8
294,Hufflepuff,Omer,Carrera,2001-10-13,Left,52049.0,374.5028644248592,5.626831896681051,-3.745028644248591,5.501,-680.5592044941733,405.49289976007606,9.986958490100893,1058.9222721807582,8.847001568308011,-0.1385371563373891,-241.08842,-56.51
295,Ravenclaw,Thomas,Dowdell,2001-08-11,Left,66641.0,-511.05533025758245,6.683087247367344,5.110553302575825,5.6770000000000005,532.737228612168,612.7019491320236,3.355560112186516,1042.9717021888082,3.856106428054877,-0.9084589606390344,-230.59134,4.68
296,Slytherin,Geraldo,Seaton,1999-05-14,Left,33251.0,-346.71897081857765,10.296759343358662,3.4671897081857748,6.087999999999999,400.4511031450853,593.2542195164856,9.445644731524839,1074.8214179551933,11.310312537995019,0.4698516621200859,-225.42814,-4.65
297,Ravenclaw,Tisha,Kohl,1999-06-02,Left,23462.0,-314.79551222411095,4.555615495673374,3.1479551222411097,5.739,357.1594613273402,576.2049635458487,2.9564824871921522,1062.9708254398356,7.841168216394621,2.9480454942281438,-231.76302,39.49
298,Hufflepuff,Sol,Rendon,1999-02-16,Left,44094.0,491.58100880621186,3.651077278036276,-4.915810088062119,5.083,-394.2200082733307,391.9935417006461,6.7258490501930375,1043.8143337869874,5.832759512809857,-0.9274521333823246,-244.05744,-30.05
299,Gryffindor,Jarvis,Mcnutt,1997-09-12,Right,42293.0,531.098888108585,-3.4276910217983634,-5.31098888108585,6.198,-465.09550513655034,631.0143822263242,-4.862880655601323,977.0619657903746,5.362986029783387,0.5330201677453619,-249.79968,200.38
300,Gryffindor,Rodrick,Lemons,2001-03-15,Right,42075.0,814.0571752452291,-3.3733994614845297,-8.140571752452292,5.012,-599.1452454270283,649.4006025419069,-5.139611346240264,948.4760114135228,6.196535321725513,0.985468034401638,-253.6724,257.42
301,Ravenclaw,Eldon,Hutson,2000-11-22,Right,41173.0,-544.0067552335277,6.354748419748845,5.440067552335278,4.9510000000000005,445.99328728750993,586.5497458798066,5.762430794435655,1065.8739977371272,8.168992185957858,-1.738913379179336,-228.98087,-8.41
302,Hufflepuff,Nell,Klinger,1997-01-22,Left,78114.0,476.3977496015971,6.068990348145072,-4.763977496015972,4.093,-515.5062517550734,365.22802473404977,1.9659047755246053,1059.7205388726647,0.21672930373032973,-0.33973951551423753,-247.20238,-26.74
